Gender,PrimaryWeight,ChallengerWeight,MacroSeasonBrier,Selected
W,0.38,0.62,0.14638437744043237,False
W,0.39,0.61,0.14638894715675893,False
W,0.4,0.6,0.14639685406554753,False
W,0.41000000000000003,0.59,0.14640809816679817,False
W,0.42,0.5800000000000001,0.14642267946051082,False
W,0.43,0.5700000000000001,0.14644059794668554,False
W,0.44,0.56,0.14646185362532224,False
W,0.45,0.55,0.146486446496421,False
W,0.46,0.54,0.14651437655998176,False
W,0.47000000000000003,0.53,0.1465456438160046,False
W,0.48,0.52,0.1465802482644894,False
W,0.49,0.51,0.14661818990543632,False
W,0.5,0.5,0.14665946873884517,False
W,0.51,0.49,0.1467040847647161,False
W,0.52,0.48,0.14675203798304903,False
W,0.53,0.47,0.146803328393844,False
W,0.54,0.45999999999999996,0.146857955997101,False
W,0.55,0.44999999999999996,0.14691592079282006,False
W,0.56,0.43999999999999995,0.14697722278100112,False
W,0.5700000000000001,0.42999999999999994,0.1470418619616442,False
W,0.58,0.42000000000000004,0.1471098383347493,False
W,0.59,0.41000000000000003,0.1471811519003165,False
W,0.6,0.4,0.14725580265834565,False
W,0.61,0.39,0.14733379060883683,False
W,0.62,0.38,0.1474151157517901,False
W,0.63,0.37,0.14749977808720535,False
W,0.64,0.36,0.14758777761508263,False
W,0.65,0.35,0.14767911433542197,False
W,0.66,0.33999999999999997,0.14777378824822335,False
W,0.67,0.32999999999999996,0.14787179935348668,False
W,0.68,0.31999999999999995,0.1479731476512121,False
W,0.6900000000000001,0.30999999999999994,0.1480778331413995,False
W,0.7000000000000001,0.29999999999999993,0.14818585582404897,False
W,0.71,0.29000000000000004,0.1482972156991605,False
W,0.72,0.28,0.148411912766734,False
W,0.73,0.27,0.14852994702676955,False
W,0.74,0.26,0.14865131847926713,False
W,0.75,0.25,0.14877602712422672,False
W,0.76,0.24,0.14890407296164837,False
W,0.77,0.22999999999999998,0.14903545599153203,False
W,0.78,0.21999999999999997,0.1491701762138777,False
W,0.79,0.20999999999999996,0.14930823362868545,False
W,0.8,0.19999999999999996,0.14944962823595515,False
W,0.81,0.18999999999999995,0.14959436003568696,False
W,0.8200000000000001,0.17999999999999994,0.14974242902788076,False
W,0.8300000000000001,0.16999999999999993,0.1498938352125366,False
W,0.84,0.16000000000000003,0.15004857858965448,False
W,0.85,0.15000000000000002,0.15020665915923437,False
W,0.86,0.14,0.15036807692127627,False
W,0.87,0.13,0.15053283187578023,False
W,0.88,0.12,0.1507009240227462,False
W,0.89,0.10999999999999999,0.1508723533621742,False
W,0.9,0.09999999999999998,0.15104711989406425,False
W,0.91,0.08999999999999997,0.1512252236184163,False
W,0.92,0.07999999999999996,0.15140666453523038,False
W,0.93,0.06999999999999995,0.1515914426445065,False
W,0.9400000000000001,0.05999999999999994,0.15177955794624465,False
W,0.9500000000000001,0.04999999999999993,0.15197101044044486,False
W,0.96,0.040000000000000036,0.15216580012710704,False
W,0.97,0.030000000000000027,0.15236392700623128,False
W,0.98,0.020000000000000018,0.15256539107781752,False
W,0.99,0.010000000000000009,0.15277019234186584,False
W,1.0,0.0,0.15297833079837614,False
