Gender,Season,block,model,games,brier,log_loss,roc_auc,average_precision,precision_at_05,recall_at_05,f1_at_05,ece_10_bins
W,2016,interactions,hist,63,0.16004668280141945,0.47399749920376794,0.8555093555093556,0.8207536166053957,0.6470588235294118,0.8461538461538461,0.7333333333333333,0.10880703273155377
W,2016,interactions,logistic,63,0.15917189846405175,0.46128815277932844,0.8669438669438669,0.8360303879539642,0.6764705882352942,0.8846153846153846,0.7666666666666667,0.14685141180475636
W,2016,legacy_full,hist,63,0.17901513425541563,0.5308260556718486,0.8367983367983367,0.7891296613421643,0.6666666666666666,0.7692307692307693,0.7142857142857143,0.1578255465816011
W,2016,legacy_full,logistic,63,0.17386808763508452,0.5169378878633554,0.8461538461538461,0.791785510298902,0.6388888888888888,0.8846153846153846,0.7419354838709677,0.1499784013837348
W,2016,seed,hist,63,0.1844669961843714,0.5286215527305573,0.7900207900207901,0.7177945957551221,0.6,0.8076923076923077,0.6885245901639344,0.13781435400000486
W,2016,seed,logistic,63,0.16771066320253142,0.4940931866498923,0.8232848232848233,0.752537243128701,0.6,0.8076923076923077,0.6885245901639344,0.1446178509943177
W,2016,shooting,hist,63,0.15845757061307197,0.4712257501859378,0.8617463617463617,0.8291497579878414,0.6176470588235294,0.8076923076923077,0.7,0.1210581781548069
W,2016,shooting,logistic,63,0.16625538879942775,0.4842186126144334,0.8596673596673596,0.8283122570621776,0.6571428571428571,0.8846153846153846,0.7540983606557377,0.11151846770184072
W,2016,strength,hist,63,0.1457430469140929,0.4393754915380557,0.8773388773388774,0.8504667812116706,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.1031499597427733
W,2016,strength,logistic,63,0.14946217863349998,0.43877116871742533,0.8700623700623701,0.8368187522802626,0.6857142857142857,0.9230769230769231,0.7868852459016393,0.16770863175957842
W,2016,target_seed,hist,63,0.1457876229758959,0.43858075789130724,0.869022869022869,0.8415702920605064,0.6571428571428571,0.8846153846153846,0.7540983606557377,0.09489043244590828
