Gender,Season,block,model,capacity,near_constant,no_training_signal,redundant,retained,candidate_count,retained_count,rejected_count
W,2019,without_target_team,logistic,2777,0,65,110,128,3080,128,2952
W,2019,without_tempo,hist,2777,0,65,108,128,3078,128,2950
W,2019,without_tempo,logistic,2777,0,65,108,128,3078,128,2950
W,2019,without_trajectory,hist,2622,0,65,108,128,2923,128,2795
W,2019,without_trajectory,logistic,2622,0,65,108,128,2923,128,2795
W,2019,without_venue_profile,hist,2140,0,64,111,128,2443,128,2315
W,2019,without_venue_profile,logistic,2140,0,64,111,128,2443,128,2315
W,2021,adjusted,hist,0,0,0,0,10,10,10,0
W,2021,adjusted,logistic,0,0,0,0,10,10,10,0
W,2021,ball_control,hist,0,0,0,0,16,16,16,0
W,2021,ball_control,logistic,0,0,0,0,16,16,16,0
W,2021,baseline_124,hist,0,0,1,2,98,101,98,3
W,2021,baseline_124,logistic,0,0,1,2,98,101,98,3
W,2021,coach_history,hist,0,0,26,0,6,32,6,26
W,2021,coach_history,logistic,0,0,26,0,6,32,6,26
W,2021,conference,hist,0,0,1,2,15,18,15,3
W,2021,conference,logistic,0,0,1,2,15,18,15,3
W,2021,distribution,hist,1339,0,36,39,128,1542,128,1414
W,2021,distribution,logistic,1339,0,36,39,128,1542,128,1414
W,2021,dynamic,hist,0,0,0,0,10,10,10,0
W,2021,dynamic,logistic,0,0,0,0,10,10,10,0
W,2021,expanded_non_massey,hist,2775,2,65,113,128,3083,128,2955
W,2021,expanded_non_massey,logistic,2775,2,65,113,128,3083,128,2955
W,2021,expanded_non_massey_no_coach,hist,2775,2,39,113,128,3057,128,2929
W,2021,expanded_non_massey_no_coach,logistic,2775,2,39,113,128,3057,128,2929
W,2021,expanded_non_massey_no_target,hist,2769,2,65,113,128,3077,128,2949
W,2021,expanded_non_massey_no_target,logistic,2769,2,65,113,128,3077,128,2949
W,2021,expanded_non_massey_no_target_coach,hist,2769,2,39,113,128,3051,128,2923
W,2021,expanded_non_massey_no_target_coach,logistic,2769,2,39,113,128,3051,128,2923
W,2021,form,hist,0,0,0,0,14,14,14,0
W,2021,form,logistic,0,0,0,0,14,14,14,0
W,2021,four_factors,hist,0,0,0,0,14,14,14,0
W,2021,four_factors,logistic,0,0,0,0,14,14,14,0
W,2021,full,hist,2775,2,65,113,128,3083,128,2955
W,2021,full,logistic,2775,2,65,113,128,3083,128,2955
W,2021,history,hist,0,0,0,0,9,9,9,0
W,2021,history,logistic,0,0,0,0,9,9,9,0
W,2021,interactions,hist,0,0,0,2,10,12,10,2
W,2021,interactions,logistic,0,0,0,2,10,12,10,2
W,2021,legacy_full,hist,0,0,1,0,24,25,24,1
W,2021,legacy_full,logistic,0,0,1,0,24,25,24,1
W,2021,opponent_profile,hist,255,1,0,102,128,486,128,358
W,2021,opponent_profile,logistic,255,1,0,102,128,486,128,358
W,2021,peer_profile,hist,0,0,0,7,127,134,127,7
W,2021,peer_profile,logistic,0,0,0,7,127,134,127,7
W,2021,schedule_context,hist,0,0,0,0,12,12,12,0
W,2021,schedule_context,logistic,0,0,0,0,12,12,12,0
W,2021,scoring_shape,hist,0,0,0,0,10,10,10,0
W,2021,scoring_shape,logistic,0,0,0,0,10,10,10,0
W,2021,seed,hist,0,0,0,0,1,1,1,0
W,2021,seed,logistic,0,0,0,0,1,1,1,0
W,2021,shooting,hist,0,0,0,0,18,18,18,0
W,2021,shooting,logistic,0,0,0,0,18,18,18,0
W,2021,strength,hist,0,0,0,0,6,6,6,0
W,2021,strength,logistic,0,0,0,0,6,6,6,0
W,2021,target_seed,hist,0,0,0,0,9,9,9,0
W,2021,target_seed,logistic,0,0,0,0,9,9,9,0
W,2021,target_team,hist,0,0,0,0,9,9,9,0
W,2021,target_team,logistic,0,0,0,0,9,9,9,0
W,2021,tempo,hist,0,0,0,0,11,11,11,0
W,2021,tempo,logistic,0,0,0,0,11,11,11,0
W,2021,trajectory,hist,34,0,0,4,128,166,128,38
W,2021,trajectory,logistic,34,0,0,4,128,166,128,38
W,2021,venue_profile,hist,443,1,1,73,128,646,128,518
W,2021,venue_profile,logistic,443,1,1,73,128,646,128,518
W,2021,without_adjusted,hist,2771,2,65,113,128,3079,128,2951
W,2021,without_adjusted,logistic,2771,2,65,113,128,3079,128,2951
W,2021,without_ball_control,hist,2765,2,65,113,128,3073,128,2945
W,2021,without_ball_control,logistic,2765,2,65,113,128,3073,128,2945
W,2021,without_coach_history,hist,2775,2,39,113,128,3057,128,2929
W,2021,without_coach_history,logistic,2775,2,39,113,128,3057,128,2929
W,2021,without_conference,hist,2766,2,64,111,128,3071,128,2943
W,2021,without_conference,logistic,2766,2,64,111,128,3071,128,2943
W,2021,without_distribution,hist,1279,2,29,109,128,1547,128,1419
W,2021,without_distribution,logistic,1279,2,29,109,128,1547,128,1419
W,2021,without_dynamic,hist,2771,2,65,113,128,3079,128,2951
W,2021,without_dynamic,logistic,2771,2,65,113,128,3079,128,2951
W,2021,without_form,hist,2767,2,65,113,128,3075,128,2947
W,2021,without_form,logistic,2767,2,65,113,128,3075,128,2947
W,2021,without_four_factors,hist,2767,2,65,113,128,3075,128,2947
W,2021,without_four_factors,logistic,2767,2,65,113,128,3075,128,2947
W,2021,without_history,hist,2772,2,65,113,128,3080,128,2952
W,2021,without_history,logistic,2772,2,65,113,128,3080,128,2952
W,2021,without_interactions,hist,2771,2,65,111,128,3077,128,2949
W,2021,without_interactions,logistic,2771,2,65,111,128,3077,128,2949
W,2021,without_opponent_profile,hist,2383,1,65,26,128,2603,128,2475
W,2021,without_opponent_profile,logistic,2383,1,65,26,128,2603,128,2475
W,2021,without_peer_profile,hist,2652,2,65,108,128,2955,128,2827
W,2021,without_peer_profile,logistic,2652,2,65,108,128,2955,128,2827
W,2021,without_schedule_context,hist,2769,2,65,113,128,3077,128,2949
W,2021,without_schedule_context,logistic,2769,2,65,113,128,3077,128,2949
W,2021,without_scoring_shape,hist,2772,2,65,112,128,3079,128,2951
W,2021,without_scoring_shape,logistic,2772,2,65,112,128,3079,128,2951
W,2021,without_shooting,hist,2764,2,65,112,128,3071,128,2943
W,2021,without_shooting,logistic,2764,2,65,112,128,3071,128,2943
W,2021,without_target_seed,hist,2772,2,65,113,128,3080,128,2952
W,2021,without_target_seed,logistic,2772,2,65,113,128,3080,128,2952
W,2021,without_target_team,hist,2772,2,65,113,128,3080,128,2952
W,2021,without_target_team,logistic,2772,2,65,113,128,3080,128,2952
W,2021,without_tempo,hist,2770,2,65,113,128,3078,128,2950
W,2021,without_tempo,logistic,2770,2,65,113,128,3078,128,2950
W,2021,without_trajectory,hist,2615,2,65,113,128,2923,128,2795
W,2021,without_trajectory,logistic,2615,2,65,113,128,2923,128,2795
W,2021,without_venue_profile,hist,2133,1,64,117,128,2443,128,2315
W,2021,without_venue_profile,logistic,2133,1,64,117,128,2443,128,2315
