Stage,OuterFoldID,Model,ElapsedSeconds,StartRSSMB,EndRSSMB,RSSDeltaMB,AvailableRAMGBStart,AvailableRAMGBEnd,Succeeded
outer_model,rich_Pooled_2018,elo_seed_logistic,0.009975200000098994,762.0703125,762.2578125,0.1875,1.6970291137695312,1.6969032287597656,True
outer_model,rich_Pooled_2018,elastic_logistic,0.012165399999958026,762.2578125,762.43359375,0.17578125,1.6994819641113281,1.6994781494140625,True
outer_model,rich_Pooled_2018,hist_classifier,0.02245920000041224,762.43359375,762.6484375,0.21484375,1.7005195617675781,1.7003326416015625,True
outer_model,rich_Pooled_2018,xgb_classifier,0.01066499999978987,762.65234375,762.80859375,0.15625,1.7137336730957031,1.7137298583984375,True
outer_model,rich_Pooled_2018,lgb_classifier,0.016346599999906175,762.80859375,762.96484375,0.15625,1.7140121459960938,1.7140083312988281,True
outer_model,rich_Pooled_2018,torch_mlp,0.011231499999666994,762.96484375,763.125,0.16015625,1.7146568298339844,1.7145309448242188,True
outer_model,rich_Pooled_2018,tensorflow_mlp,0.013157200000023295,763.125,763.3125,0.1875,1.73944091796875,1.7395172119140625,True
outer_model,rich_Pooled_2018,ridge_margin,0.01213080000025002,763.3125,763.5546875,0.2421875,1.7416343688964844,1.741455078125,True
outer_model,rich_Pooled_2018,xgb_margin,0.01625709999962055,763.5546875,763.71484375,0.16015625,1.8004531860351562,1.8005027770996094,True
outer_model,rich_Pooled_2018,lgb_margin,0.010522799999762356,763.71484375,763.90234375,0.1875,1.8014450073242188,1.8013839721679688,True
outer_model,rich_Pooled_2019,constant_probability,0.014424899999994523,763.90234375,764.06640625,0.1640625,1.8221015930175781,1.8219833374023438,True
outer_model,rich_Pooled_2019,seed_logistic,0.010040599999683764,764.06640625,764.21875,0.15234375,1.8218460083007812,1.8217201232910156,True
outer_model,rich_Pooled_2019,elo_seed_logistic,0.01806959999976243,764.21875,764.36328125,0.14453125,1.8216323852539062,1.8216285705566406,True
outer_model,rich_Pooled_2019,elastic_logistic,0.013563200000135112,764.3671875,764.53515625,0.16796875,1.8222274780273438,1.8220443725585938,True
outer_model,rich_Pooled_2019,hist_classifier,0.014206400000148278,764.5390625,764.6953125,0.15625,1.8353385925292969,1.8351516723632812,True
outer_model,rich_Pooled_2019,xgb_classifier,0.010977500000080909,764.6953125,764.8828125,0.1875,1.8319015502929688,1.8317794799804688,True
outer_model,rich_Pooled_2019,lgb_classifier,0.009737600000335078,764.8828125,764.96484375,0.08203125,1.8329620361328125,1.8328361511230469,True
outer_model,rich_Pooled_2019,torch_mlp,0.011471999999685067,764.96484375,765.09375,0.12890625,1.8319778442382812,1.8320083618164062,True
outer_model,rich_Pooled_2019,tensorflow_mlp,0.012791999999990367,765.09375,765.25390625,0.16015625,1.8313941955566406,1.831329345703125,True
outer_model,rich_Pooled_2019,ridge_margin,0.01685859999997774,765.2578125,765.3828125,0.125,1.8297996520996094,1.8297958374023438,True
outer_model,rich_Pooled_2019,xgb_margin,0.014357399999880727,765.3828125,765.51171875,0.12890625,1.8310775756835938,1.8309555053710938,True
outer_model,rich_Pooled_2019,lgb_margin,0.012573599999996077,765.51171875,765.671875,0.16015625,1.8319969177246094,1.8319320678710938,True
outer_model,rich_Pooled_2021,constant_probability,0.017965499999718304,765.671875,765.76953125,0.09765625,1.8324432373046875,1.8323211669921875,True
outer_model,rich_Pooled_2021,seed_logistic,0.0114133000001857,765.76953125,765.953125,0.18359375,1.8335609436035156,1.8334121704101562,True
outer_model,rich_Pooled_2021,elo_seed_logistic,0.011876199999733217,765.953125,766.08203125,0.12890625,1.8101997375488281,1.8102531433105469,True
outer_model,rich_Pooled_2021,elastic_logistic,0.022244400000090536,766.0625,766.27734375,0.21484375,1.7934188842773438,1.7933540344238281,True
outer_model,rich_Pooled_2021,hist_classifier,0.028709100000014587,766.27734375,766.421875,0.14453125,1.7988052368164062,1.7984657287597656,True
outer_model,rich_Pooled_2021,xgb_classifier,0.013058600000022125,766.421875,766.546875,0.125,1.7954330444335938,1.7954292297363281,True
outer_model,rich_Pooled_2021,lgb_classifier,0.0098243000002185,766.55078125,766.65234375,0.1015625,1.7965354919433594,1.7965431213378906,True
outer_model,rich_Pooled_2021,torch_mlp,0.011135400000057416,766.65234375,766.7734375,0.12109375,1.7957572937011719,1.7956314086914062,True
outer_model,rich_Pooled_2021,tensorflow_mlp,0.009223200000178622,766.7734375,766.875,0.1015625,1.8025093078613281,1.8003883361816406,True
outer_model,rich_Pooled_2021,ridge_margin,0.011144100000365142,766.875,767.0390625,0.1640625,1.7930450439453125,1.7930412292480469,True
outer_model,rich_Pooled_2021,xgb_margin,0.016112900000280206,767.0390625,767.13671875,0.09765625,1.816497802734375,1.8163948059082031,True
outer_model,rich_Pooled_2021,lgb_margin,0.011514100000113103,767.13671875,767.2578125,0.12109375,1.8188095092773438,1.8188018798828125,True
outer_model,rich_M_2016,constant_probability,0.01029789999984132,767.2578125,767.30078125,0.04296875,1.8174400329589844,1.8174209594726562,True
outer_model,rich_M_2016,seed_logistic,0.01264679999985674,767.30078125,767.34375,0.04296875,1.8211479187011719,1.8210220336914062,True
outer_model,rich_M_2016,elo_seed_logistic,0.015857800000048883,767.34375,767.3984375,0.0546875,1.8235549926757812,1.8234977722167969,True
outer_model,rich_M_2016,elastic_logistic,0.011025899999822286,767.3984375,767.47265625,0.07421875,1.8217430114746094,1.821746826171875,True
outer_model,rich_M_2016,hist_classifier,0.011474100000214094,767.47265625,767.50390625,0.03125,1.822113037109375,1.8219871520996094,True
outer_model,rich_M_2016,xgb_classifier,0.01186199999983728,767.50390625,767.546875,0.04296875,1.8233985900878906,1.823394775390625,True
outer_model,rich_M_2016,lgb_classifier,0.010276399999838759,767.546875,767.58984375,0.04296875,1.8240585327148438,1.82403564453125,True
outer_model,rich_M_2016,torch_mlp,0.014534099999764294,767.58984375,767.6328125,0.04296875,1.8238105773925781,1.8236846923828125,True
outer_model,rich_M_2016,tensorflow_mlp,0.01628260000006776,767.63671875,767.69921875,0.0625,1.8236808776855469,1.8236770629882812,True
outer_model,rich_M_2016,ridge_margin,0.011556400000245048,767.69921875,767.78125,0.08203125,1.8290519714355469,1.8290481567382812,True
outer_model,rich_M_2016,xgb_margin,0.013028699999722448,767.78125,767.86328125,0.08203125,1.8280105590820312,1.8278923034667969,True
outer_model,rich_M_2016,lgb_margin,0.01069119999965551,767.86328125,767.96484375,0.1015625,1.8281211853027344,1.8281135559082031,True
outer_model,rich_M_2017,constant_probability,0.010541500000272208,767.96875,768.0546875,0.0859375,1.829132080078125,1.8290672302246094,True
outer_model,rich_M_2017,seed_logistic,0.015005499999915628,768.0546875,768.1328125,0.078125,1.8278350830078125,1.8277130126953125,True
outer_model,rich_M_2017,elo_seed_logistic,0.017310599999746046,768.1328125,768.234375,0.1015625,1.828369140625,1.828369140625,True
outer_model,rich_M_2017,elastic_logistic,0.017172500000015134,768.234375,768.36328125,0.12890625,1.8281745910644531,1.8280487060546875,True
outer_model,rich_M_2017,hist_classifier,0.011945900000227994,768.36328125,768.484375,0.12109375,1.8272781372070312,1.8281822204589844,True
outer_model,rich_M_2017,xgb_classifier,0.014740999999958149,768.484375,768.58203125,0.09765625,1.8273391723632812,1.8273353576660156,True
outer_model,rich_M_2017,lgb_classifier,0.013558199999806675,768.58203125,768.6875,0.10546875,1.8270492553710938,1.8269233703613281,True
outer_model,rich_M_2017,torch_mlp,0.014345199999752367,768.6875,768.80078125,0.11328125,1.8274765014648438,1.8274726867675781,True
outer_model,rich_M_2017,tensorflow_mlp,0.013369799999964016,768.80078125,768.91796875,0.1171875,1.8286628723144531,1.8286590576171875,True
outer_model,rich_M_2017,ridge_margin,0.01543100000026243,768.91796875,769.03515625,0.1171875,1.8285026550292969,1.8283805847167969,True
outer_model,rich_M_2017,xgb_margin,0.011913199999980861,769.0390625,769.17578125,0.13671875,1.8282051086425781,1.8273811340332031,True
outer_model,rich_M_2017,lgb_margin,0.010145599999759725,769.17578125,769.25390625,0.078125,1.8321990966796875,1.8321952819824219,True
outer_model,rich_M_2018,constant_probability,0.015203200000087236,769.25390625,769.35546875,0.1015625,1.8315887451171875,1.8314628601074219,True
outer_model,rich_M_2018,seed_logistic,0.019161500000336673,769.35546875,769.453125,0.09765625,1.8292579650878906,1.8292617797851562,True
outer_model,rich_M_2018,elo_seed_logistic,0.016913100000238046,769.453125,769.58984375,0.13671875,1.8304252624511719,1.8304214477539062,True
outer_model,rich_M_2018,elastic_logistic,0.01552399999991394,769.59375,769.6875,0.09375,1.8304939270019531,1.8303680419921875,True
outer_model,rich_M_2018,hist_classifier,0.01264919999994163,769.6875,769.7890625,0.1015625,1.83074951171875,1.8306770324707031,True
outer_model,rich_M_2018,xgb_classifier,0.014277899999797228,769.7890625,769.9140625,0.125,1.8308029174804688,1.8307991027832031,True
outer_model,rich_M_2018,lgb_classifier,0.015092600000116363,769.9140625,770.03515625,0.12109375,1.8319549560546875,1.8318290710449219,True
outer_model,rich_M_2018,torch_mlp,0.010459699999955774,770.03515625,770.14453125,0.109375,1.8309860229492188,1.8309822082519531,True
outer_model,rich_M_2018,tensorflow_mlp,0.014393200000085926,770.14453125,770.23828125,0.09375,1.8318443298339844,1.8317184448242188,True
outer_model,rich_M_2018,ridge_margin,0.012972300000001269,770.23828125,770.3515625,0.11328125,1.8320465087890625,1.8319206237792969,True
outer_model,rich_M_2018,xgb_margin,0.011243599999943399,770.3515625,770.4453125,0.09375,1.8310012817382812,1.83111572265625,True
outer_model,rich_M_2018,lgb_margin,0.015250400000240916,770.4453125,770.546875,0.1015625,1.8149986267089844,1.8150367736816406,True
outer_model,rich_M_2019,constant_probability,0.015526499999850785,770.55078125,770.66796875,0.1171875,1.8161811828613281,1.8160591125488281,True
outer_model,rich_M_2019,seed_logistic,0.012873700000000099,770.66796875,770.78125,0.11328125,1.8154144287109375,1.8153495788574219,True
outer_model,rich_M_2019,elo_seed_logistic,0.01471240000000762,770.78125,770.875,0.09375,1.817169189453125,1.8166160583496094,True
outer_model,rich_M_2019,elastic_logistic,0.012327899999945657,770.875,771.0234375,0.1484375,1.8150787353515625,1.8150863647460938,True
outer_model,rich_M_2019,hist_classifier,0.012205300000005082,771.015625,771.1328125,0.1171875,1.8149185180664062,1.8137168884277344,True
outer_model,rich_M_2019,xgb_classifier,0.013412600000265229,771.1328125,771.21484375,0.08203125,1.8161087036132812,1.8117141723632812,True
outer_model,rich_M_2019,lgb_classifier,0.016152499999861902,771.21484375,771.29296875,0.078125,1.8150711059570312,1.8150634765625,True
outer_model,rich_M_2019,torch_mlp,0.01359039999988454,771.29296875,771.3984375,0.10546875,1.8139877319335938,1.8139228820800781,True
outer_model,rich_M_2019,tensorflow_mlp,0.015569099999993341,771.3984375,771.515625,0.1171875,1.8153038024902344,1.8151779174804688,True
outer_model,rich_M_2019,ridge_margin,0.016141000000061467,771.515625,771.59765625,0.08203125,1.8145637512207031,1.8144989013671875,True
outer_model,rich_M_2019,xgb_margin,0.013618799999676412,771.59765625,771.703125,0.10546875,1.8144989013671875,1.8144912719726562,True
outer_model,rich_M_2019,lgb_margin,0.012126800000260118,771.703125,771.80859375,0.10546875,1.8153343200683594,1.815216064453125,True
outer_model,rich_M_2021,constant_probability,0.014510900000004767,771.80859375,771.87890625,0.0703125,1.8174934387207031,1.8173713684082031,True
outer_model,rich_M_2021,seed_logistic,0.009031900000081805,771.87890625,771.98046875,0.1015625,1.8098526000976562,1.8098487854003906,True
outer_model,rich_M_2021,elo_seed_logistic,0.01622059999999692,771.984375,772.08984375,0.10546875,1.7322731018066406,1.732269287109375,True
outer_model,rich_M_2021,elastic_logistic,0.011523500000294007,772.08984375,772.1796875,0.08984375,1.7311325073242188,1.7311134338378906,True
outer_model,rich_M_2021,hist_classifier,0.009638900000027206,772.1796875,772.3203125,0.140625,1.7281455993652344,1.7279472351074219,True
outer_model,rich_M_2021,xgb_classifier,0.009450899999592366,772.2890625,772.42578125,0.13671875,1.7117500305175781,1.7120475769042969,True
outer_model,rich_M_2021,lgb_classifier,0.01063369999974384,772.42578125,772.5,0.07421875,1.712188720703125,1.7120399475097656,True
outer_model,rich_M_2021,torch_mlp,0.007009100000232138,772.5,772.5859375,0.0859375,1.708160400390625,1.7080345153808594,True
outer_model,rich_M_2021,tensorflow_mlp,0.0072260000001733715,772.5859375,772.68359375,0.09765625,1.7152061462402344,1.7151718139648438,True
outer_model,rich_M_2021,ridge_margin,0.02063449999968725,772.68359375,772.78125,0.09765625,1.63690185546875,1.6362495422363281,True
outer_model,rich_M_2021,xgb_margin,0.020539000000098895,772.78125,772.8671875,0.0859375,1.6101264953613281,1.6101226806640625,True
outer_model,rich_M_2021,lgb_margin,0.011340800000198215,772.8671875,772.953125,0.0859375,1.6156272888183594,1.6156463623046875,True
outer_model,rich_W_2016,constant_probability,0.018246999999973923,772.953125,773.04296875,0.08984375,1.6122245788574219,1.6121597290039062,True
outer_model,rich_W_2016,seed_logistic,0.019465399999717192,773.04296875,773.1328125,0.08984375,1.6007423400878906,1.600616455078125,True
outer_model,rich_W_2016,elo_seed_logistic,0.012969200000043202,773.1328125,773.2109375,0.078125,1.5986366271972656,1.5987548828125,True
outer_model,rich_W_2016,elastic_logistic,0.008608399999957328,773.2109375,773.30859375,0.09765625,1.6008567810058594,1.6006088256835938,True
outer_model,rich_W_2016,hist_classifier,0.013943399999789108,773.3125,773.41796875,0.10546875,1.39813232421875,1.3942985534667969,True
outer_model,rich_W_2016,xgb_classifier,0.010952699999961624,773.421875,773.5078125,0.0859375,1.3150558471679688,1.3082351684570312,True
outer_model,rich_W_2016,lgb_classifier,0.03100140000015017,773.5078125,773.57421875,0.06640625,1.2005233764648438,1.1987190246582031,True
outer_model,rich_W_2016,torch_mlp,0.013508199999705539,773.57421875,773.671875,0.09765625,1.1932601928710938,1.1928901672363281,True
outer_model,rich_W_2016,tensorflow_mlp,0.011432499999955326,773.671875,773.76953125,0.09765625,1.1867713928222656,1.1867485046386719,True
outer_model,rich_W_2016,ridge_margin,0.02188639999985753,773.76953125,773.88671875,0.1171875,1.12310791015625,1.1401214599609375,True
outer_model,rich_W_2016,xgb_margin,0.010521600000174658,773.88671875,773.97265625,0.0859375,1.2338752746582031,1.2338714599609375,True
outer_model,rich_W_2016,lgb_margin,0.02184129999977813,773.97265625,774.07421875,0.1015625,1.2162322998046875,1.2162399291992188,True
outer_model,rich_W_2017,constant_probability,0.01455179999993561,774.07421875,774.171875,0.09765625,1.1983184814453125,1.1982994079589844,True
outer_model,rich_W_2017,seed_logistic,0.01111029999992752,774.171875,774.2734375,0.1015625,1.2262382507324219,1.2264823913574219,True
outer_model,rich_W_2017,elo_seed_logistic,0.009735399999954097,774.2734375,774.3671875,0.09375,1.2388191223144531,1.2390823364257812,True
outer_model,rich_W_2017,elastic_logistic,0.010910599999988335,774.3671875,774.5390625,0.171875,1.2524757385253906,1.252471923828125,True
outer_model,rich_W_2017,hist_classifier,0.013817000000017288,774.5390625,774.6484375,0.109375,1.2520332336425781,1.2519721984863281,True
outer_model,rich_W_2017,xgb_classifier,0.012672700000166515,774.6484375,774.74609375,0.09765625,1.2852401733398438,1.2851295471191406,True
outer_model,rich_W_2017,lgb_classifier,0.013251300000320043,774.75,774.8359375,0.0859375,1.3321113586425781,1.3320503234863281,True
outer_model,rich_W_2017,torch_mlp,0.016545200000109617,774.8359375,774.9765625,0.140625,1.3346138000488281,1.3346176147460938,True
outer_model,rich_W_2017,tensorflow_mlp,0.012900100000024395,774.9765625,775.11328125,0.13671875,1.332122802734375,1.332061767578125,True
outer_model,rich_W_2017,ridge_margin,0.01257450000002791,775.11328125,775.23828125,0.125,1.3373298645019531,1.3374366760253906,True
outer_model,rich_W_2017,xgb_margin,0.014780999999857158,775.23828125,775.33203125,0.09375,1.3366508483886719,1.3366508483886719,True
outer_model,rich_W_2017,lgb_margin,0.014569500000106927,775.3359375,775.4609375,0.125,1.3360099792480469,1.3360137939453125,True
outer_model,rich_W_2018,constant_probability,0.013659499999903346,775.4609375,775.5390625,0.078125,1.3377494812011719,1.3377494812011719,True
outer_model,rich_W_2018,seed_logistic,0.013023299999986193,775.5390625,775.6484375,0.109375,1.33770751953125,1.33770751953125,True
outer_model,rich_W_2018,elo_seed_logistic,0.014062999999623571,775.6484375,775.76953125,0.12109375,1.3389625549316406,1.338958740234375,True
outer_model,rich_W_2018,elastic_logistic,0.016319100000146136,775.76953125,775.87109375,0.1015625,1.3388328552246094,1.3380393981933594,True
outer_model,rich_W_2018,hist_classifier,0.01387830000021495,775.87109375,775.98828125,0.1171875,1.3390693664550781,1.3390693664550781,True
outer_model,rich_W_2018,xgb_classifier,0.012556600000152685,775.98828125,776.0703125,0.08203125,1.3394851684570312,1.3394279479980469,True
outer_model,rich_W_2018,lgb_classifier,0.013281199999710225,776.0703125,776.16015625,0.08984375,1.337158203125,1.3371391296386719,True
outer_model,rich_W_2018,torch_mlp,0.011168600000019069,776.16015625,776.28515625,0.125,1.2695808410644531,1.2697906494140625,True
outer_model,rich_W_2018,tensorflow_mlp,0.013860699999895587,776.28515625,776.43359375,0.1484375,1.2507858276367188,1.2467460632324219,True
outer_model,rich_W_2018,ridge_margin,0.016055000000051223,776.4375,776.5703125,0.1328125,1.2693061828613281,1.2696380615234375,True
outer_model,rich_W_2018,xgb_margin,0.013419800000065152,776.5703125,776.6875,0.1171875,1.2624359130859375,1.2624320983886719,True
outer_model,rich_W_2018,lgb_margin,0.018099000000347587,776.6875,776.8125,0.125,1.2444801330566406,1.24456787109375,True
outer_model,rich_W_2019,constant_probability,0.011705999999776395,776.8125,776.90625,0.09375,1.2161216735839844,1.2160720825195312,True
outer_model,rich_W_2019,seed_logistic,0.01770970000006855,776.90625,776.94140625,0.03515625,1.2105178833007812,1.210540771484375,True
outer_model,rich_W_2019,elo_seed_logistic,0.01852020000023913,776.94140625,777.046875,0.10546875,1.2073593139648438,1.2073326110839844,True
outer_model,rich_W_2019,elastic_logistic,0.014324799999940296,777.046875,777.10546875,0.05859375,1.2075920104980469,1.20758056640625,True
outer_model,rich_W_2019,hist_classifier,0.015411299999868788,777.10546875,777.203125,0.09765625,1.1935539245605469,1.1935501098632812,True
outer_model,rich_W_2019,xgb_classifier,0.01166109999985565,777.203125,777.3125,0.109375,1.1927757263183594,1.1927413940429688,True
outer_model,rich_W_2019,lgb_classifier,0.014123599999948055,777.3125,777.3984375,0.0859375,1.1924057006835938,1.1923904418945312,True
outer_model,rich_W_2019,torch_mlp,0.015451999999640975,777.40234375,777.51953125,0.1171875,1.1931419372558594,1.1931228637695312,True
outer_model,rich_W_2019,tensorflow_mlp,0.016144600000188802,777.51953125,777.62890625,0.109375,1.1929359436035156,1.1928634643554688,True
outer_model,rich_W_2019,ridge_margin,0.014250600000195845,777.62890625,777.7421875,0.11328125,1.1936798095703125,1.1935958862304688,True
outer_model,rich_W_2019,xgb_margin,0.013157500000033906,777.7421875,777.828125,0.0859375,1.1986160278320312,1.1986083984375,True
outer_model,rich_W_2019,lgb_margin,0.02301130000023477,777.83203125,777.9453125,0.11328125,1.1998786926269531,1.1998748779296875,True
outer_model,rich_W_2021,constant_probability,0.013454800000090472,777.9453125,778.06640625,0.12109375,1.2017631530761719,1.2017440795898438,True
outer_model,rich_W_2021,seed_logistic,0.013394200000220735,778.06640625,778.1953125,0.12890625,1.2027931213378906,1.2028045654296875,True
outer_model,rich_W_2021,elo_seed_logistic,0.01666030000023966,778.1953125,778.34765625,0.15234375,1.2043037414550781,1.2042922973632812,True
outer_model,rich_W_2021,elastic_logistic,0.015885100000105012,778.34765625,778.46484375,0.1171875,1.2037391662597656,1.2037506103515625,True
outer_model,rich_W_2021,hist_classifier,0.019647299999633105,778.46484375,778.59765625,0.1328125,1.2067070007324219,1.2066993713378906,True
outer_model,rich_W_2021,xgb_classifier,0.016526899999917077,778.59765625,778.67578125,0.078125,1.2095069885253906,1.209503173828125,True
outer_model,rich_W_2021,lgb_classifier,0.015355099999851518,778.67578125,778.80078125,0.125,1.2132759094238281,1.2132759094238281,True
outer_model,rich_W_2021,torch_mlp,0.01860979999992196,778.80078125,778.91796875,0.1171875,1.2127227783203125,1.2127227783203125,True
outer_model,rich_W_2021,tensorflow_mlp,0.013242799999716226,778.91796875,779.078125,0.16015625,1.2723655700683594,1.2721023559570312,True
outer_model,rich_W_2021,ridge_margin,0.014074100000016188,779.078125,779.18359375,0.10546875,1.2778549194335938,1.2776756286621094,True
outer_model,rich_W_2021,xgb_margin,0.01432199999999284,779.18359375,779.29296875,0.109375,1.2755584716796875,1.2715339660644531,True
outer_model,rich_W_2021,lgb_margin,0.01404739999998128,779.29296875,779.37890625,0.0859375,1.2751960754394531,1.2753562927246094,True
